Longitude,Latitude,Date,Presence
-81.985398,29.707942,2019-12-11T13:05Z,1
-81.987658,29.725194,2019-12-11T13:17Z,1
-81.954643,29.703835,2019-12-11T13:38Z,1
-81.939573,29.68552,2019-12-11T14:01Z,1
-81.955031,29.678667,2019-12-11T14:14Z,1
-81.962459,29.678605,2019-12-11T14:22Z,1
-81.962158,29.686937,2019-12-11T14:31Z,1
-81.958591,29.685885,2019-12-11T14:38Z,1
-82.017693,29.68469,2019-12-11T15:04Z,1
-82.009505,29.700742,2019-12-11T15:23Z,1
-81.985398,29.707942,2019-12-11T19:16Z,0
-81.987658,29.725194,2019-12-11T19:28Z,0
-81.954643,29.703835,2019-12-11T19:45Z,0
-81.939573,29.68552,2019-12-11T20:06Z,1
-81.955031,29.678667,2019-12-11T20:16Z,0
-81.962459,29.678605,2019-12-11T20:22Z,0
-81.962158,29.686937,2019-12-11T20:30Z,0
-81.958591,29.685885,2019-12-11T20:33Z,0
-82.017693,29.68469,2019-12-11T21:03Z,0
-82.009505,29.700742,2019-12-11T21:16Z,1
-81.987658,29.725194,2019-12-23T14:12Z,1
-81.954643,29.703835,2019-12-23T14:32Z,1
-81.939573,29.68552,2019-12-23T14:54Z,1
-81.955031,29.678667,2019-12-23T15:23Z,1
-81.962459,29.678605,2019-12-23T15:13Z,1
-81.958591,29.685885,2019-12-23T15:04Z,1
-81.962158,29.686937,2019-12-23T15:07Z,1
-82.017693,29.68469,2019-12-23T15:42Z,1
-82.009505,29.700742,2019-12-23T15:57Z,1
-81.985398,29.707942,2019-12-23T16:09Z,0
-81.987658,29.725194,2019-12-23T18:46Z,1
-81.954643,29.703835,2019-12-23T19:04Z,0
-81.939573,29.68552,2019-12-23T19:28Z,1
-81.958591,29.685885,2019-12-23T19:39Z,0
-81.962158,29.686937,2019-12-23T19:44Z,1
-81.962459,29.678605,2019-12-23T19:51Z,1
-81.955031,29.678667,2019-12-23T20:03Z,1
-82.017693,29.68469,2019-12-23T20:23Z,1
-82.009505,29.700742,2019-12-23T20:38Z,1
-81.985398,29.707942,2019-12-23T20:52Z,1
-83.360424,35.704279,2019-04-02T11:40Z,0
-83.385644,35.704922,2019-04-02T11:51Z,1
-83.384445,35.712781,2019-04-02T11:57Z,0
-83.404883,35.728847,2019-04-02T12:19Z,1
-83.478839,35.677641,2019-04-02T13:19Z,0
-83.503264,35.639723,2019-04-02T13:52Z,0
-83.514666,35.653289,2019-04-02T14:02Z,1
-83.566235,35.671497,2019-04-02T15:15Z,0
-83.592585,35.665495,2019-04-02T14:57Z,0
-83.579185,35.653289,2019-04-02T14:47Z,0
-83.360424,35.704279,2019-04-02T20:39Z,0
-83.385644,35.704922,2019-04-02T20:53Z,1
-83.384445,35.712781,2019-04-02T20:59Z,0
-83.404883,35.728847,2019-04-02T21:09Z,0
-83.478839,35.677641,2019-04-02T21:51Z,0
-83.503264,35.639723,2019-04-02T22:20Z,0
-83.514666,35.653289,2019-04-02T22:28Z,0
-83.579185,35.653289,2019-04-02T23:03Z,0
-83.592585,35.665495,2019-04-02T22:57Z,0
-83.566235,35.671497,2019-04-02T22:46Z,0
-83.404883,35.728847,2019-04-30T11:00Z,1
-83.384445,35.712781,2019-04-30T11:13Z,1
-83.360424,35.704279,2019-04-30T11:26Z,1
-83.385644,35.704922,2019-04-30T11:38Z,1
-83.478839,35.677641,2019-04-30T12:25Z,0
-83.514666,35.653289,2019-04-30T12:50Z,1
-83.503264,35.639723,2019-04-30T13:00Z,0
-83.566235,35.671497,2019-04-30T13:20Z,1
-83.592585,35.665495,2019-04-30T13:32Z,1
-83.579185,35.653289,2019-04-30T13:41Z,1
-83.404883,35.728847,2019-04-30T20:24Z,1
-83.384445,35.712781,2019-04-30T20:33Z,1
-83.360424,35.704279,2019-04-30T20:46Z,1
-83.385644,35.704922,2019-04-30T20:57Z,0
-83.478839,35.677641,2019-04-30T21:37Z,0
-83.514666,35.653289,2019-04-30T22:02Z,0
-83.503264,35.639723,2019-04-30T22:10Z,0
-83.566235,35.671497,2019-04-30T22:28Z,0
-83.592585,35.665495,2019-04-30T22:36Z,0
-83.579185,35.653289,2019-04-30T22:44Z,0
-106.803214,32.608205,2018-10-04T13:23Z,1
-106.808965,32.608144,2018-10-04T13:29Z,1
-106.814391,32.607504,2018-10-04T13:34Z,1
-106.818828,32.605277,2018-10-04T13:39Z,1
-106.843741,32.605275,2018-10-04T13:49Z,1
-106.840847,32.634737,2018-10-04T14:01Z,1
-106.863663,32.609219,2018-10-04T14:18Z,1
-106.85916,32.607928,2018-10-04T14:23Z,1
-106.813332,32.570443,2018-10-04T14:40Z,1
-106.800899,32.571443,2018-10-04T14:44Z,1
-106.803214,32.608205,2018-10-04T22:38Z,1
-106.808965,32.608144,2018-10-04T22:43Z,0
-106.814391,32.607504,2018-10-04T22:47Z,0
-106.818828,32.605277,2018-10-04T22:53Z,0
-106.843741,32.605275,2018-10-04T23:01Z,0
-106.840847,32.634737,2018-10-04T23:13Z,0
-106.863663,32.609219,2018-10-04T23:28Z,0
-106.85916,32.607928,2018-10-04T23:32Z,0
-106.813332,32.570443,2018-10-04T23:47Z,0
-106.800899,32.571443,2018-10-04T23:52Z,0
-81.42833,28.08583,2018-02-27T13:16Z,1
-81.39347,28.081862,2018-02-27T13:42Z,1
-81.386763,28.083785,2018-02-27T13:53Z,1
-81.411803,28.080203,2018-02-27T14:14Z,1
-81.411802,28.074669,2018-02-27T14:21Z,1
-81.405949,28.068275,2018-02-27T14:30Z,1
-81.402859,28.062331,2018-02-27T14:37Z,1
-81.39943,28.050098,2018-02-27T14:49Z,1
-81.393986,28.048084,2018-02-27T14:55Z,1
-81.389999,28.056904,2018-02-27T15:09Z,1
-81.42833,28.08583,2018-02-27T20:02Z,1
-81.39347,28.081862,2018-02-27T20:25Z,0
-81.386763,28.083785,2018-02-27T20:34Z,0
-81.411803,28.080203,2018-02-27T20:52Z,0
-81.411802,28.074669,2018-02-27T20:59Z,0
-81.405949,28.068275,2018-02-27T21:06Z,1
-81.402859,28.062331,2018-02-27T21:12Z,0
-81.39943,28.050098,2018-02-27T21:22Z,0
-81.393986,28.048084,2018-02-27T21:26Z,0
-81.389999,28.056904,2018-02-27T21:37Z,1
-99.08136,35.400494,2019-08-06T11:48Z,1
-99.077404,35.409496,2019-08-06T11:58Z,1
-99.072118,35.412147,2019-08-06T12:09Z,1
-99.068474,35.410503,2019-08-06T12:17Z,1
-99.065832,35.408883,2019-08-06T12:22Z,1
-99.064195,35.413237,2019-08-06T12:31Z,1
-99.061869,35.408089,2019-08-06T12:43Z,1
-99.058579,35.407538,2019-08-06T12:50Z,1
-99.057236,35.395369,2019-08-06T13:05Z,1
-99.073429,35.396179,2019-08-06T13:14Z,1
-99.08136,35.400494,2019-08-06T21:51Z,0
-99.077404,35.409496,2019-08-06T21:59Z,0
-99.072118,35.412147,2019-08-06T22:05Z,0
-99.068474,35.410503,2019-08-06T22:10Z,0
-99.065832,35.408883,2019-08-06T22:14Z,0
-99.064195,35.413237,2019-08-06T22:20Z,0
-99.061869,35.408089,2019-08-06T22:29Z,0
-99.058579,35.407538,2019-08-06T22:33Z,0
-99.057236,35.395369,2019-08-06T22:44Z,0
-99.073429,35.396179,2019-08-06T22:52Z,0
-76.564206,38.88788,2015-07-14T11:50Z,1
-76.546054,38.868356,2015-07-14T12:10Z,1
-76.537124,38.872876,2015-07-14T12:20Z,1
-76.532584,38.873772,2015-07-14T12:29Z,1
-76.542491,38.875234,2015-07-14T12:37Z,1
-76.536653,38.902578,2015-07-14T12:57Z,1
-76.555149,38.899762,2015-07-14T13:09Z,1
-76.552959,38.896396,2015-07-14T13:16Z,1
-76.55032,38.889125,2015-07-14T13:27Z,1
-76.555264,38.886782,2015-07-14T13:27Z,1
-76.564206,38.88788,2015-07-14T21:38Z,1
-76.546054,38.868356,2015-07-14T21:52Z,1
-76.537124,38.872876,2015-07-14T22:05Z,1
-76.532584,38.873772,2015-07-14T22:10Z,1
-76.542491,38.875234,2015-07-14T22:00Z,1
-76.536653,38.902578,2015-07-14T22:28Z,1
-76.555149,38.899762,2015-07-14T22:45Z,1
-76.552959,38.896396,2015-07-14T22:51Z,1
-76.55032,38.889125,2015-07-14T22:59Z,1
-76.555264,38.886782,2015-07-14T23:03Z,1
-76.564206,38.88788,2015-07-15T11:17Z,1
-76.546054,38.868356,2015-07-15T11:34Z,1
-76.542491,38.875234,2015-07-15T11:49Z,1
-76.537124,38.872876,2015-07-15T11:58Z,1
-76.532584,38.873772,2015-07-15T12:04Z,1
-76.536653,38.902578,2015-07-15T12:24Z,1
-76.555149,38.899762,2015-07-15T12:34Z,1
-76.552959,38.896396,2015-07-15T12:40Z,1
-76.55032,38.889125,2015-07-15T12:44Z,1
-76.555264,38.886782,2015-07-15T12:49Z,1
-119.262184,37.031342,2021-01-26T02:00Z,0
-119.270245,37.028749,2021-01-26T02:00Z,0
-119.285357,37.02656,2021-01-26T02:00Z,0
-119.243066,37.034408,2021-01-26T02:00Z,0
-119.281555,37.035811,2021-01-26T02:00Z,0
-119.247486,37.034666,2021-01-26T02:00Z,0
-119.251043,37.031894,2021-01-26T02:00Z,0
-119.266198,37.028829,2021-01-26T02:00Z,0
-119.273022,37.031666,2021-01-26T02:00Z,0
-119.260617,37.03434,2021-01-26T02:00Z,0
-119.273022,37.031666,2021-01-26T16:00Z,0
-119.262184,37.031342,2021-01-26T16:00Z,0
-119.281555,37.035811,2021-01-26T16:00Z,0
-119.285357,37.02656,2021-01-26T16:00Z,0
-119.243066,37.034408,2021-01-26T16:00Z,0
-119.251043,37.031894,2021-01-26T16:00Z,0
-119.266198,37.028829,2021-01-26T16:00Z,0
-119.270245,37.028749,2021-01-26T16:00Z,0
-119.260617,37.03434,2021-01-26T16:00Z,0
-119.247486,37.034666,2021-01-26T16:00Z,0
-104.714539,40.85555,2019-04-09T14:19Z,1
-104.76405,40.8457,2019-04-09T14:47Z,0
-104.763102,40.812702,2019-04-09T15:07Z,0
-104.690811,40.834431,2019-04-24T13:17Z,0
-104.688209,40.85451,2019-04-24T13:43Z,0
-104.714539,40.85555,2019-04-24T13:57Z,0
-104.725614,40.847775,2019-04-24T14:06Z,0
-104.76405,40.8457,2019-04-24T14:21Z,0
-104.760543,40.831098,2019-04-24T14:30Z,0
-104.76265,40.825683,2019-04-24T14:40Z,0
-104.763102,40.812702,2019-04-24T12:56Z,0
-104.772255,40.811915,2019-04-24T12:48Z,0
-104.687576,40.840911,2019-04-24T13:30Z,0
-104.772255,40.811915,2019-04-24T22:05Z,0
-104.763102,40.812702,2019-04-24T22:09Z,0
-104.690811,40.834431,2019-04-24T22:26Z,0
-104.687576,40.840911,2019-04-24T22:35Z,0
-104.688209,40.85451,2019-04-24T22:46Z,0
-104.714539,40.85555,2019-04-24T22:57Z,0
-104.725614,40.847775,2019-04-24T23:06Z,0
-104.76405,40.8457,2019-04-24T23:20Z,1
-104.760543,40.831098,2019-04-24T23:26Z,0
-104.76265,40.825683,2019-04-24T23:33Z,0
-149.321207,68.626408,2017-10-10T16:10Z,0
-149.327697,68.624978,2017-10-10T16:15Z,0
-149.353114,68.642119,2017-10-10T16:28Z,0
-149.332,68.645112,2017-10-10T16:33Z,0
-149.380826,68.645146,2017-10-10T16:38Z,0
-149.515548,68.575687,2017-10-10T17:27Z,0
-149.581616,68.644437,2017-10-10T17:43Z,0
-149.586567,68.636291,2017-10-10T17:49Z,0
-149.585798,68.629843,2017-10-10T17:54Z,0
-149.599168,68.62396,2017-10-10T18:05Z,0
-149.321207,68.626408,2017-10-11T00:15Z,0
-149.327697,68.624978,2017-10-11T00:20Z,0
-149.353114,68.642119,2017-10-11T00:33Z,0
-149.332,68.645112,2017-10-11T00:38Z,0
-149.380826,68.645146,2017-10-11T00:46Z,0
-149.515548,68.575687,2017-10-11T01:02Z,0
-149.581616,68.644437,2017-10-11T01:19Z,0
-149.586567,68.636291,2017-10-11T01:24Z,0
-149.585798,68.629843,2017-10-11T01:29Z,0
-149.599168,68.62396,2017-10-11T01:39Z,0
-149.321207,68.626408,2017-10-11T15:53Z,0
-149.327697,68.624978,2017-10-11T16:01Z,0
-149.353114,68.642119,2017-10-11T16:06Z,0
-149.332,68.645112,2017-10-11T16:10Z,0
-149.380826,68.645146,2017-10-11T16:11Z,0
-149.515548,68.575687,2017-10-11T16:33Z,0
-149.581616,68.644437,2017-10-11T16:52Z,0
-149.586567,68.636291,2017-10-11T17:06Z,0
-149.585798,68.629843,2017-10-11T17:12Z,0
-149.599168,68.62396,2017-10-11T17:20Z,0
-149.599168,68.62396,2017-10-18T16:17Z,0
-149.585798,68.629843,2017-10-18T17:04Z,0
-149.380826,68.645146,2017-10-18T16:45Z,0
-77.983242,39.097961,2018-07-10T12:12Z,1
-77.96716,39.086268,2018-07-10T12:40Z,1
-77.965515,39.083781,2018-07-10T12:52Z,1
-77.961344,39.08396,2018-07-10T12:56Z,1
-77.957512,39.084359,2018-07-10T13:17Z,1
-77.957,39.087894,2018-07-10T13:26Z,1
-77.95938,39.081459,2018-07-10T13:03Z,1
-77.96326,39.08022,2018-07-10T13:07Z,1
-77.975564,39.09243,2018-07-10T12:24Z,1
-77.983242,39.097961,2018-07-10T20:43Z,1
-77.975564,39.09243,2018-07-10T20:55Z,1
-77.96716,39.086268,2018-07-10T21:08Z,1
-77.965515,39.083781,2018-07-10T21:16Z,0
-77.961344,39.08396,2018-07-10T21:21Z,0
-77.95938,39.081459,2018-07-10T21:27Z,0
-77.96326,39.08022,2018-07-10T21:32Z,1
-77.957512,39.084359,2018-07-10T21:39Z,1
-77.957,39.087894,2018-07-10T21:46Z,1
-109.350332,38.277972,2017-07-19T12:38Z,1
-109.414292,38.267542,2017-07-19T13:31Z,0
-109.41782,38.262994,2017-07-19T13:36Z,0
-109.426013,38.263925,2017-07-19T13:42Z,0
-109.38162,38.25792,2017-07-19T14:05Z,0
-109.400993,38.249006,2017-07-19T14:16Z,0
-109.400608,38.23527,2017-07-19T14:36Z,0
-109.39148,38.230243,2017-07-19T14:45Z,0
-109.39442,38.221342,2017-07-19T14:53Z,1
-109.380289,38.241426,2017-07-19T15:05Z,0
-109.350332,38.277972,2017-07-20T00:27Z,0
-109.414292,38.267542,2017-07-20T01:20Z,0
-109.41782,38.262994,2017-07-20T01:22Z,0
-109.426013,38.263925,2017-07-20T01:26Z,0
-109.38162,38.25792,2017-07-20T03:19Z,0
-109.400993,38.249006,2017-07-20T03:09Z,0
-109.400608,38.23527,2017-07-20T02:52Z,0
-109.39148,38.230243,2017-07-20T02:46Z,0
-109.39442,38.221342,2017-07-20T02:36Z,0
-109.380289,38.241426,2017-07-20T03:40Z,0
-109.350332,38.277972,2017-07-20T13:10Z,1
-109.414292,38.267542,2017-07-20T14:03Z,0
-109.41782,38.262994,2017-07-20T14:10Z,0
-109.426013,38.263925,2017-07-20T14:16Z,0
-109.39442,38.221342,2017-07-20T14:40Z,1
-109.39148,38.230243,2017-07-20T14:46Z,0
-109.400608,38.23527,2017-07-20T14:52Z,0
-109.400993,38.249006,2017-07-20T15:05Z,0
-109.38162,38.25792,2017-07-20T15:10Z,0
-109.380289,38.241426,2017-07-20T15:18Z,1
-84.3495,35.972542,2020-07-01T11:15Z,1
-84.393135,35.949702,2020-07-01T11:44Z,1
-84.393736,35.952621,2020-07-01T12:00Z,1
-84.403739,35.951294,2020-07-01T12:11Z,1
-84.410099,35.949784,2020-07-01T12:20Z,1
-84.431614,35.923786,2020-07-01T12:42Z,1
-84.337343,35.937899,2020-07-01T13:10Z,0
-84.33397,35.929456,2020-07-01T13:26Z,1
-84.3137,35.919546,2020-07-01T13:45Z,1
-84.216519,35.950582,2020-07-01T14:13Z,1
-84.3495,35.972542,2020-07-01T21:37Z,0
-84.393135,35.949702,2020-07-01T21:58Z,1
-84.393736,35.952621,2020-07-01T22:10Z,1
-84.403739,35.951294,2020-07-01T22:21Z,1
-84.410099,35.949784,2020-07-01T22:34Z,0
-84.431614,35.923786,2020-07-01T22:49Z,1
-84.337343,35.937899,2020-07-01T23:09Z,0
-84.33397,35.929456,2020-07-01T23:19Z,1
-84.3137,35.919546,2020-07-01T23:37Z,0
-84.216519,35.950582,2020-07-02T00:01Z,0
-84.3495,35.972542,2020-07-15T10:53Z,1
-84.393135,35.949702,2020-07-15T11:19Z,1
-84.393736,35.952621,2020-07-15T11:27Z,1
-84.403739,35.951294,2020-07-15T11:35Z,1
-84.410099,35.949784,2020-07-15T11:52Z,0
-84.431614,35.923786,2020-07-15T12:06Z,1
-84.337343,35.937899,2020-07-15T12:29Z,1
-84.33397,35.929456,2020-07-15T12:42Z,0
-84.3137,35.919546,2020-07-15T12:57Z,1
-84.216519,35.950582,2020-07-15T13:20Z,0
-84.3495,35.972542,2020-07-15T20:42Z,1
-84.393135,35.949702,2020-07-15T21:03Z,0
-84.393736,35.952621,2020-07-15T21:09Z,1
-84.403739,35.951294,2020-07-15T21:17Z,1
-84.410099,35.949784,2020-07-15T21:23Z,1
-84.431614,35.923786,2020-07-15T21:37Z,1
-84.337343,35.937899,2020-07-15T21:58Z,1
-84.33397,35.929456,2020-07-15T22:08Z,0
-84.3137,35.919546,2020-07-15T22:21Z,0
-84.216519,35.950582,2020-07-15T22:51Z,0
-84.3495,35.972542,2020-07-29T11:17Z,1
-84.393135,35.949702,2020-07-29T11:43Z,1
-84.393736,35.952621,2020-07-29T11:53Z,1
-84.403739,35.951294,2020-07-29T12:07Z,1
-84.410099,35.949784,2020-07-29T12:15Z,1
-84.431614,35.923786,2020-07-29T12:32Z,1
-84.337343,35.937899,2020-07-29T12:59Z,0
-84.33397,35.929456,2020-07-29T13:19Z,0
-84.3137,35.919546,2020-07-29T13:38Z,1
-84.216519,35.950582,2020-07-29T14:08Z,1
-84.3495,35.972542,2020-07-29T20:39Z,1
-84.393135,35.949702,2020-07-29T20:56Z,1
-84.393736,35.952621,2020-07-29T21:02Z,1
-84.403739,35.951294,2020-07-29T21:11Z,0
-84.410099,35.949784,2020-07-29T21:16Z,0
-84.431614,35.923786,2020-07-29T21:26Z,1
-84.337343,35.937899,2020-07-29T21:48Z,1
-84.33397,35.929456,2020-07-29T21:57Z,0
-84.3137,35.919546,2020-07-29T22:09Z,1
-84.216519,35.950582,2020-07-29T22:31Z,0
-119.7411,37.082013,2020-01-07T18:20Z,0
-119.732525,37.086793,2020-01-07T18:33Z,0
-119.727648,37.081507,2020-01-07T18:53Z,0
-119.723127,37.085395,2020-01-07T19:05Z,0
-119.723575,37.089955,2020-01-07T19:11Z,0
-119.721285,37.101331,2020-01-07T19:21Z,0
-119.726034,37.092865,2020-01-07T19:31Z,0
-119.73524,37.096437,2020-01-07T19:46Z,0
-119.745324,37.114513,2020-01-07T20:01Z,0
-119.749511,37.109009,2020-01-07T20:11Z,0
-119.7411,37.082013,2020-01-07T22:38Z,0
-119.732525,37.086793,2020-01-07T22:45Z,0
-119.727648,37.081507,2020-01-07T23:05Z,0
-119.723127,37.085395,2020-01-07T23:12Z,0
-119.723575,37.089955,2020-01-07T23:17Z,0
-119.721285,37.101331,2020-01-07T23:25Z,0
-119.726034,37.092865,2020-01-07T23:32Z,0
-119.73524,37.096437,2020-01-07T23:45Z,0
-119.745324,37.114513,2020-01-08T00:00Z,0
-119.749511,37.109009,2020-01-08T00:07Z,0
-119.7411,37.082013,2020-01-28T16:02Z,0
-119.732525,37.086793,2020-01-28T16:10Z,1
-119.727648,37.081507,2020-01-28T16:28Z,0
-119.723127,37.085395,2020-01-28T16:34Z,0
-119.723575,37.089955,2020-01-28T16:40Z,0
-119.721285,37.101331,2020-01-28T16:49Z,0
-119.726034,37.092865,2020-01-28T16:57Z,0
-119.73524,37.096437,2020-01-28T17:10Z,0
-119.745324,37.114513,2020-01-28T17:20Z,1
-119.749511,37.109009,2020-01-28T17:28Z,1
-119.7411,37.082013,2020-01-28T21:26Z,0
-119.732525,37.086793,2020-01-28T21:32Z,0
-119.727648,37.081507,2020-01-28T21:46Z,0
-119.723127,37.085395,2020-01-28T21:52Z,0
-119.723575,37.089955,2020-01-28T21:57Z,0
-119.721285,37.101331,2020-01-28T22:05Z,0
-119.726034,37.092865,2020-01-28T22:13Z,0
-119.73524,37.096437,2020-01-28T22:35Z,0
-119.745324,37.114513,2020-01-28T22:42Z,0
-119.749511,37.109009,2020-01-28T22:37Z,0
-84.459306,31.199348,2014-09-23T14:32Z,1
-84.471253,31.212842,2014-09-23T13:51Z,1
-84.482202,31.182724,2014-09-23T13:57Z,1
-84.468598,31.19575,2014-09-23T14:01Z,1
-84.470462,31.19332,2014-09-23T14:07Z,1
-84.476815,31.191885,2014-09-23T14:12Z,1
-84.462668,31.180212,2014-09-23T14:22Z,1
-84.470371,31.175208,2014-09-23T14:15Z,1
-84.494913,31.198457,2014-09-23T14:23Z,1
-84.477492,31.203214,2014-09-23T14:33Z,1
-84.471253,31.212842,2014-09-23T20:15Z,0
-84.482202,31.182724,2014-09-23T20:17Z,1
-84.468598,31.19575,2014-09-23T20:24Z,0
-84.470462,31.19332,2014-09-23T20:27Z,1
-84.476815,31.191885,2014-09-23T20:33Z,1
-84.470371,31.175208,2014-09-23T20:38Z,1
-84.462668,31.180212,2014-09-23T20:33Z,0
-84.494913,31.198457,2014-09-23T20:44Z,0
-84.459306,31.199348,2014-09-23T20:07Z,0
-84.477492,31.203214,2014-09-23T20:56Z,1
-84.459306,31.199348,2014-09-24T12:16Z,1
-84.471253,31.212842,2014-09-24T12:27Z,1
-84.482202,31.182724,2014-09-24T12:30Z,1
-84.468598,31.19575,2014-09-24T12:37Z,1
-84.470462,31.19332,2014-09-24T12:42Z,1
-84.476815,31.191885,2014-09-24T12:48Z,1
-84.462668,31.180212,2014-09-24T12:48Z,1
-84.470371,31.175208,2014-09-24T12:55Z,1
-84.494913,31.198457,2014-09-24T12:58Z,1
-84.477492,31.203214,2014-09-24T13:11Z,1
-78.161898,38.866198,2015-09-02T12:50Z,1
-78.151009,38.895418,2015-09-02T11:12Z,1
-78.14944,38.891595,2015-09-02T11:16Z,0
-78.145375,38.889591,2015-09-02T11:29Z,0
-78.13784,38.888073,2015-09-02T11:36Z,1
-78.129928,38.888339,2015-09-02T11:50Z,1
-78.133808,38.881731,2015-09-02T12:01Z,0
-78.155294,38.900921,2015-09-02T12:21Z,0
-78.165846,38.896061,2015-09-02T12:30Z,1
-78.151009,38.895418,2015-09-02T21:19Z,1
-78.14944,38.891595,2015-09-02T21:24Z,1
-78.145375,38.889591,2015-09-02T21:29Z,1
-78.13784,38.888073,2015-09-02T21:34Z,1
-78.129928,38.888339,2015-09-02T21:45Z,1
-78.133808,38.881731,2015-09-02T21:56Z,0
-78.155294,38.900921,2015-09-02T22:17Z,0
-78.165846,38.896061,2015-09-02T22:08Z,0
-78.161898,38.866198,2015-09-02T20:57Z,0
-78.161898,38.866198,2015-09-03T12:47Z,1
-78.151009,38.895418,2015-09-03T11:25Z,1
-78.14944,38.891595,2015-09-03T11:34Z,0
-78.145375,38.889591,2015-09-03T11:39Z,1
-78.13784,38.888073,2015-09-03T11:44Z,0
-78.129928,38.888339,2015-09-03T11:57Z,1
-78.133808,38.881731,2015-09-03T12:08Z,0
-78.155294,38.900921,2015-09-03T12:24Z,0
-78.161898,38.866198,2015-09-16T12:12Z,0
-78.151009,38.895418,2015-09-16T13:06Z,1
-78.14944,38.891595,2015-09-16T12:59Z,0
-78.145375,38.889591,2015-09-16T12:54Z,0
-78.13784,38.888073,2015-09-16T12:49Z,0
-78.133808,38.881731,2015-09-16T12:40Z,1
-78.155294,38.900921,2015-09-16T13:26Z,0
-78.165846,38.896061,2015-09-16T13:34Z,0
-78.161898,38.866198,2015-09-16T20:30Z,1
-78.133808,38.881731,2015-09-16T21:24Z,0
-78.13784,38.888073,2015-09-16T21:13Z,0
-78.145375,38.889591,2015-09-16T21:06Z,0
-78.14944,38.891595,2015-09-16T21:01Z,0
-78.151009,38.895418,2015-09-16T20:55Z,0
-78.155294,38.900921,2015-09-16T21:37Z,0
-78.165846,38.896061,2015-09-16T21:46Z,0
-78.161898,38.866198,2015-09-17T12:21Z,0
-78.151009,38.895418,2015-09-17T11:14Z,1
-78.14944,38.891595,2015-09-17T11:20Z,1
-78.145375,38.889591,2015-09-17T11:25Z,0
-78.13784,38.888073,2015-09-17T11:30Z,0
-78.133808,38.881731,2015-09-17T11:40Z,1
-78.155294,38.900921,2015-09-17T11:55Z,0
-78.165846,38.896061,2015-09-17T12:04Z,0
-78.161898,38.866198,2015-09-30T11:30Z,1
-78.151009,38.895418,2015-09-30T11:59Z,1
-78.14944,38.891595,2015-09-30T12:06Z,1
-78.145375,38.889591,2015-09-30T12:16Z,0
-78.13784,38.888073,2015-09-30T12:25Z,1
-78.133808,38.881731,2015-09-30T12:35Z,0
-78.155294,38.900921,2015-09-30T12:49Z,0
-78.165846,38.896061,2015-09-30T12:58Z,1
-78.161898,38.866198,2015-09-30T20:29Z,0
-78.151009,38.895418,2015-09-30T20:51Z,1
-78.14944,38.891595,2015-09-30T20:56Z,1
-78.145375,38.889591,2015-09-30T21:01Z,1
-78.13784,38.888073,2015-09-30T21:10Z,0
-78.133808,38.881731,2015-09-30T21:21Z,0
-78.155294,38.900921,2015-09-30T21:36Z,0
-78.165846,38.896061,2015-09-30T21:45Z,0
-121.849573,45.825584,2019-11-05T15:50Z,0
-121.987814,45.821578,2019-11-05T16:22Z,0
-121.997573,45.81731,2019-11-05T16:28Z,0
-122.003014,45.81838,2019-11-05T16:40Z,0
-122.021174,45.832042,2019-11-05T16:47Z,0
-121.993379,45.815625,2019-11-05T16:58Z,0
-121.997031,45.827907,2019-11-05T17:14Z,0
-122.00351,45.829151,2019-11-05T17:19Z,0
-121.989655,45.831558,2019-11-05T17:34Z,0
-121.982655,45.837416,2019-11-05T17:28Z,0
-121.849573,45.825584,2019-11-05T21:05Z,0
-121.987814,45.821578,2019-11-05T21:46Z,0
-121.997573,45.81731,2019-11-05T21:50Z,0
-122.003014,45.81838,2019-11-05T21:53Z,0
-122.021174,45.832042,2019-11-05T21:58Z,0
-121.993379,45.815625,2019-11-05T22:10Z,0
-121.997031,45.827907,2019-11-05T22:25Z,0
-122.00351,45.829151,2019-11-05T22:29Z,0
-121.982655,45.837416,2019-11-05T22:36Z,0
-121.989655,45.831558,2019-11-05T22:36Z,0
-121.987814,45.821578,2019-11-12T15:36Z,0
-122.003014,45.81838,2019-11-12T15:45Z,1
-121.993379,45.815625,2019-11-12T15:54Z,0
-121.849573,45.825584,2019-11-19T16:30Z,1
-121.987814,45.821578,2019-11-19T17:13Z,1
-121.997573,45.81731,2019-11-19T17:20Z,1
-122.003014,45.81838,2019-11-19T17:24Z,1
-122.021174,45.832042,2019-11-19T17:33Z,1
-121.993379,45.815625,2019-11-19T17:46Z,1
-121.997031,45.827907,2019-11-19T18:06Z,1
-122.00351,45.829151,2019-11-19T18:11Z,1
-121.989655,45.831558,2019-11-19T18:20Z,1
-121.982655,45.837416,2019-11-19T18:25Z,1
-121.849573,45.825584,2019-11-19T21:15Z,1
-121.987814,45.821578,2019-11-19T21:51Z,0
-121.997573,45.81731,2019-11-19T21:58Z,1
-122.003014,45.81838,2019-11-19T22:02Z,1
-122.021174,45.832042,2019-11-19T22:09Z,0
-121.993379,45.815625,2019-11-19T22:21Z,1
-121.997031,45.827907,2019-11-19T22:36Z,1
-122.00351,45.829151,2019-11-19T22:42Z,1
-121.989655,45.831558,2019-11-19T22:47Z,1
-121.982655,45.837416,2019-11-19T22:52Z,1
-110.833375,31.900587,2018-11-08T14:14Z,0
-110.813433,31.877763,2018-11-08T14:26Z,0
-110.814125,31.851864,2018-11-08T14:47Z,1
-110.868606,31.887663,2018-11-08T13:50Z,1
-110.879072,31.843809,2018-11-08T15:09Z,0
